en_name,ch_name,ranking,area,area_1,area_ranking,entrance_time,project_length,tuition,region
Master of Arts in Architectural Conservation ,新加坡国立大学建筑保护文学硕士,QS排名：11,社科 建筑,建筑,1,1/8月,1年,45000新币/年,Singapore
Master of Science in Chemical Engineering ,新加坡国立大学化学工程理学硕士,QS排名：11,工科 化工,化工,1,1/8月,1年,46033新币/年,Singapore
M.Sc. in Industrial Chemistry ,新加坡国立大学工业化学理学硕士,QS排名：11,工科 化工,化工,1,8月,2年,24075新币/年,Singapore
LLM (Corporate & Financial Services Law) ,新加坡国立大学公司与金融服务法法学硕士,QS排名：11,社科 法律,法律,1,8月,1年,35850新币/年,Singapore
LLM (Intellectual Property & Technology Law) ,新加坡国立大学知识产权与技术法法学硕士,QS排名：11,社科 法律,法律,1,8月,1年,35850新币/年,Singapore
LLM (International & Comparative Law) ,新加坡国立大学国际法与比较法法学硕士,QS排名：11,社科 法律,法律,1,8月,1年,35850新币/年,Singapore
LLM (Maritime Law) ,新加坡国立大学海商法法学硕士,QS排名：11,社科 法律,法律,1,8月,1年,38200新币/年,Singapore
LLM (Asian Legal Studies) ,新加坡国立大学亚洲法律研究法学硕士,QS排名：11,社科 法律,法律,1,8月,1年,38200新币/年,Singapore
LLM (International Business Law) ,新加坡国立大学国际商法法学硕士,QS排名：11,社科 法律,法律,1,8月,1年,33000新币/年,Singapore
LLM (International Arbitration & Dispute Resolution) ,新加坡国立大学国际仲裁与争议解决法法学硕士,QS排名：11,社科 法律,法律,1,8月,1年,38200新币/年,Singapore
Juris Doctor ,新加坡国立大学法学博士,QS排名：11,社科 法律,法律,1,8月,3年,26679新币/年,Singapore
LLM (General) ,新加坡国立大学法学硕士,QS排名：11,社科 法律,法律,1,8月,1年,35850新币/年,Singapore
Master of Social Work ,新加坡国立大学社会工作硕士,QS排名：11,社科 社会学与社工,社会学与社工,1,8月,2年,24300新币/年,Singapore
Master of Science in Biomedical Engineering,新加坡国立大学生物医学工程理学硕士,QS排名：11,工科 生物工程,生物工程,1,1/8月,1年,44692新币/年,Singapore
Master of Arts in Contemporary Southeast Asia,新加坡国立大学当代东南亚文学硕士,QS排名：11,社科 国际关系,国际关系,1,8月,1年,41159新币/年,Singapore
Master of Science in Civil Engineering ,新加坡国立大学土木工程理学硕士,QS排名：11,工科 土木工程,土木工程,1,1/8月,1年,47833新币/年,Singapore
Master of Science in Project Management,新加坡国立大学项目管理理学硕士,QS排名：11,工科 工程管理,工程管理,1,1/8月,1年,46783新币/年,Singapore
Masters of Science in Management of Technology and Innovation,新加坡国立大学技术与创新管理理学硕士,QS排名：11,工科 工程管理,工程管理,1,8月,1年,53698新币/年,Singapore
Master of Science in Management,新加坡国立大学管理学理学硕士,QS排名：11,商科 管理,管理,1,1月,1年,45000新币/年,Singapore
Master of Science in Strategic Analysis and Innovation,新加坡国立大学战略分析与创新理学硕士,QS排名：11,商科 管理,管理,1,8月,1年,60000新币/年,Singapore
Master of Science in Environmental Management,新加坡国立大学环境管理理学硕士,QS排名：11,工科 环境工程,环境工程,1,8月,1年,51840新币/年,Singapore
Master of Science in Environmental Engineering ,新加坡国立大学环境工程理学硕士,QS排名：11,工科 环境工程,环境工程,1,1/8月,1年,44552新币/年,Singapore
"Master of Science in Safety, Health and Environmental Technology ",新加坡国立大学安全、健康与环境技术理学硕士,QS排名：11,工科 环境工程,环境工程,1,1/8月,1年,46033新币/年,Singapore
Master of Arts (Applied and Public History) ,新加坡国立大学应用与公共历史文学硕士,QS排名：11,社科 历史,历史,1,8月,1年,36400新币/年,Singapore
Master of Arts in Asian and Global History,新加坡国立大学亚洲与全球历史文学硕士,QS排名：11,社科 历史,历史,1,8月,1年,36400新币/年,Singapore
Master of Science in Human Capital Management and Analytics ,新加坡国立大学人力资本管理与分析理学硕士,QS排名：11,商科 人力资源管理,人力资源管理,1,1月,1年,60000新币/年,Singapore
Master of Science in Real Estate,新加坡国立大学房地产理学硕士,QS排名：11,商科 房地产,房地产,1,8月,1年,50000新币/年,Singapore
Master of Science in Industrial & Systems Engineering ,新加坡国立大学工业系统工程理学硕士,QS排名：11,工科 工业工程,工业工程,1,8月,1年,53698新币/年,Singapore
Master of Science in Supply Chain Management ,新加坡国立大学供应链管理理学硕士,QS排名：11,商科 供应链管理,供应链管理,1,1/8月,1年,53698新币/年,Singapore
Master in Public Policy ,新加坡国立大学公共政策硕士,QS排名：11,社科 公共政策与事务,公共政策与事务,1,8月,2年,44573新币/年,Singapore
Master in Public Administration ,新加坡国立大学公共管理硕士,QS排名：11,社科 公共政策与事务,公共政策与事务,1,8月,1年,48803新币/年,Singapore
Master in International Affairs ,新加坡国立大学国际事务硕士,QS排名：11,社科 公共政策与事务,公共政策与事务,1,8月,2年,45856新币/年,Singapore
Master of Science in Industry 4.0,新加坡国立大学工业4.0理学硕士,QS排名：11,工科 工业工程,工业工程,1,8月,1年,54000新币/年,Singapore
Master of Science in Venture Creation ,新加坡国立大学风险企业创业理学硕士,QS排名：11,商科 创业与创新,创业与创新,1,8月,1年,54000新币/年,Singapore
MPAM (Master of Advanced Public Administration and Management) (in Chinese) ,新加坡国立大学高级公共行政与管理硕士（中文授课）,QS排名：11,社科 公共政策与事务,公共政策与事务,1,8月,1年,37880新币/年,Singapore
Master of Business Administration ,新加坡国立大学工商管理学硕士,QS排名：11,商科 工商管理,工商管理,1,8月,1.5年,56000新币/年,Singapore
Master of Science in Energy Systems,新加坡国立大学能源系统理学硕士,QS排名：11,工科 能源,能源,1,8月,1年,53632新币/年,Singapore
Master of Science in Applied Geographic Information Systems,新加坡国立大学应用地理信息系统理学硕士,QS排名：11,工科 地球科学,地球科学,1,8月,1年,48600新币/年,Singapore
Master of Public Health ,新加坡国立大学公共卫生硕士,QS排名：11,社科 公共卫生,公共卫生,1,8月,1年,93213新币/年,Singapore
Master of Psychology (Clinical) ,新加坡国立大学临床心理学硕士,QS排名：11,社科 心理学,心理学,1,8月,2年,39150新币/年,Singapore
Master of Science (Maritime Technology and Management) ,新加坡国立大学海事技术与管理理学硕士,QS排名：11,工科 海洋技术,海洋技术,1,8月,1年,62920新币/年,Singapore
Master of Science in Food Science and Human Nutrition ,新加坡国立大学食品科学与人类营养学理学硕士,QS排名：11,工科 食品科学,食品科学,1,1/8月,1年,48000新币/年,Singapore
Master of Science (Audiology),新加坡国立大学听力学理学硕士,QS排名：11,社科 医学,医学,1,8月,2年,36050新币/年,Singapore
Master of Science in Forensic Science ,新加坡国立大学法医学理学硕士,QS排名：11,社科 医学,医学,1,8月,1年,48000新币/年,Singapore
Master of Arts in English Language and Linguistics,新加坡国立大学英语语言和语言学文学硕士,QS排名：11,社科 语言,语言,1,8月,1年,37500新币/年,Singapore
Master of Social Sciences in Communication ,新加坡国立大学传播学社会科学硕士,QS排名：11,社科 传播,传播,1,8月,1年,37800新币/年,Singapore
Master of Arts in Literary Studies,新加坡国立大学文学研究文学硕士,QS排名：11,社科 文化,文化,1,8月,1年,37500新币/年,Singapore
Master of Science in Mathematics ,新加坡国立大学数学理学硕士,QS排名：11,理科 数学,数学,1,1/8月,1年,48150新币/年,Singapore
Master of Science in Physics ,新加坡国立大学物理学理学硕士,QS排名：11,理科 物理,物理,1,8月,1年,45000新币/年,Singapore
Master of Science in Statistics ,新加坡国立大学统计学理学硕士,QS排名：11,理科 数学,数学,1,8月,1年,45000新币/年,Singapore
Master of Arts in Chinese Culture and Language,新加坡国立大学中国文化与语言文学硕士,QS排名：11,社科 文化,文化,1,8月,1年,39150新币/年,Singapore
M.Sc. in Chemical Sciences ,新加坡国立大学化学科学理学硕士,QS排名：11,理科 化学,化学,1,8月,1年,45000新币/年,Singapore
Master of Science in Data Science & Machine Learning ,新加坡国立大学数据科学与机器学习理学硕士,QS排名：11,理科 数据科学,数据科学,1,8月,1年,51000新币/年,Singapore
MSc Biodiversity Conservation and Nature-based Climate Solutions ,新加坡国立大学生物多样性保护与基于自然的气候解决方案理学硕士,QS排名：11,理科 生物,生物,1,8月,1年,45000新币/年,Singapore
Master of Science in Biotechnology ,新加坡国立大学生物技术理学硕士,QS排名：11,理科 生物,生物,1,8月,1年,45000新币/年,Singapore
Master of Science in Physics for Technology ,新加坡国立大学技术物理学理学硕士,QS排名：11,理科 物理,物理,1,8月,1年,45000新币/年,Singapore
Master of Arts in Arts and Cultural Entrepreneurship ,新加坡国立大学文化艺术创新创业管理文学硕士,QS排名：11,社科 文化,文化,1,1/8月,1年,43200新币/年,Singapore
MSc (Pharmaceutical Science & Technology) ,新加坡国立大学制药科学与技术理学硕士,QS排名：11,理科 化学,化学,1,1/8月,1年,49350新币/年,Singapore
Master of Music Leadership (MMusL),新加坡国立大学音乐领导力硕士,QS排名：11,社科 其他社科,其他社科,1,1/8月,1年,46440新币/年,Singapore
Master of Music,新加坡国立大学音乐硕士,QS排名：11,社科 其他社科,其他社科,1,8月,2年,34394新币/年,Singapore
MSc in Biomedical Informatics,新加坡国立大学生物医学信息学理学硕士,QS排名：11,理科 生物,生物,1,8月,1年,54448新币/年,Singapore
MSc Financial and Computational Mathematics,诺丁汉大学金融与计算数学理学硕士,QS排名：114,商科 金工金数,金工金数,10,9月,1年,27200英镑/年,Britain
MSc Financial Technology,诺丁汉大学金融科技理学硕士,QS排名：114,商科 金工金数,金工金数,10,9月,1年,28700英镑/年,Britain
MSc Accounting and Finance,诺丁汉大学会计与金融理学硕士,QS排名：114,商科 金融,金融,17,9月,1年,28700英镑/年,Britain
MSc Banking and Finance,诺丁汉大学银行与金融理学硕士,QS排名：114,商科 金融,金融,17,9月,1年,28700英镑/年,Britain
MSc Finance and Investment,诺丁汉大学金融与投资理学硕士,QS排名：114,商科 金融,金融,17,9月,1年,28700英镑/年,Britain
MSc Risk Management,诺丁汉大学风险管理理学硕士,QS排名：114,商科 金融,金融,17,9月,1年,27200英镑/年,Britain
MSc Computer Science or Computer Science (Artificial Intelligence),诺丁汉大学计算机科学/计算机科学（人工智能）理学硕士,QS排名：114,工科 计算机,计算机,17,9月,1年,27200英镑/年,Britain
MSc Human Computer Interaction,诺丁汉大学人机交互理学硕士,QS排名：114,工科 计算机,计算机,17,9月,1年,27200英镑/年,Britain
MSc Computer Science or Computer Science (Artificial Intelligence) pathway (2-year),诺丁汉大学计算机科学或计算机科学（人工智能）路径（2年制）硕士,QS排名：114,工科 计算机,计算机,17,9月,2年,18150英镑/年,Britain
MSc Machine Learning in Science,诺丁汉大学科学机器学习理学硕士,QS排名：114,工科 计算机,计算机,17,9月,1年,27200英镑/年,Britain
MSc Cyber Physical Systems (2 year),诺丁汉大学网络物理系统理学硕士（2年制）,QS排名：114,工科 计算机,计算机,17,9月,2年,17667英镑/年,Britain
MSc Cyber Physical Systems,诺丁汉大学网络物理系统理学硕士,QS排名：114,工科 计算机,计算机,17,9月,1年,27200英镑/年,Britain
MSc Business Analytics,诺丁汉大学商业分析理学硕士,QS排名：114,商科 商业分析,商业分析,12,9月,1年,27200英镑/年,Britain
MSc Behavioural Economics,诺丁汉大学行为经济学理学硕士,QS排名：114,商科 经济,经济,7,9月,1年,25000英镑/年,Britain
MSc Economic Development and Policy Analysis,诺丁汉大学经济发展与政策分析理学硕士,QS排名：114,商科 经济,经济,7,9月,1年,25000英镑/年,Britain
